,PropertyId,Url,Address,Price,Description,PropertyType,Bedrooms,Bathrooms,FurnishedType,ListingDate,PetFriendly,Smokers,Gardens,Parking,LetAvailableDate,Deposit,Geolocation,latitude,longitude
327,335,https://www.rightmove.co.uk/properties/137170580#/?channel=RES_LET,"Benjamin House, Cecil Grove, London NW8",3011.0,"A generous 1 bedroom, 1 bathroom apartment located on the 2nd floor of the exclusive and opulent development of Regents Gate. This property has not only been designed with ease of living in mind, but with luxury also. With north-west facing aspects, residents of this unit will be able to unwind, either within their apartment or on their own private balcony. Regents Gate is a modern development set in the heart of St. John's Wood. The focus here is on opulent design and providing elegant contemporary living.  For those who wish to venture into central London, a short walk to St John's Wood Underground Station means that the locations such as London Bridge and Bond Street are met with ease. LONG LET ONLY. Read more",Flat,1.0,1.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,Now,3475.0,"(51.53222551768869, -0.1744123372641509)",51.53222551768869,-0.1744123372641509
328,336,https://www.rightmove.co.uk/properties/137170586#/?channel=RES_LET,"Grove End Gardens, Grove End Road, NW8",3445.0,"A bright and spacious, two bedroom, two bathroom apartment set on the third floor of this 24hour portered block. Grove End Gardens is conveniently located for the schools and all local amenities of St Johns Wood and, Regent's Park. St Johns Wood High Street with its fashionable shops, cafes and boutiques is just a short walk away. Please note a programme of external repairs is in progress which will involve a phased programme of scaffolding being erected to the building. Please also note a rolling program of individual flat refurbishments is also in process. Please call for further details. Brochures Brochure Brochure Read more",Flat,2.0,1.0,Unfurnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,Now,,"(51.53222551768869, -0.1744123372641509)",51.53222551768869,-0.1744123372641509
329,337,https://www.rightmove.co.uk/properties/136803848#/?channel=RES_LET,Wyatt Park Road London SW2,3500.0,"A stunning recently decorated four-bedroom house in the heart of Streatham Hill for rent with ample living space and neutral décor throughout. Boasting a synergy of modern and period features, this exceptionally spacious house comprises of four double bedrooms, a stylish kitchen and a large reception room which leads onto a private rear garden. The property further benefits from having two modern bathroom suites. Conveniently located moments from all the amenities of Streatham Hill and Brixton Hill has to offer. Streatham Hill Rail Station close by, provides access to Central London via Clapham Junction and London Victoria. The vibrant Brixton is a short bus ride away and is popular for the choice of high street shopping brands as well as the culinary choices within Brixton Market, as well as the surrounding areas. Holding Deposit: £865.38 (1 week) Tenancy Deposit: £4326.92 (5 weeks)  Council Tax Band: D The deposit amounts are approximate and will vary depending on the agreed rent. Read more",House,4.0,2.0,Unfurnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,19/07/2023,,"(51.4406621, -0.1225735)",51.4406621,-0.1225735
330,338,https://www.rightmove.co.uk/properties/137170565#/?channel=RES_LET,Duntshill Road Earlsfield London,1450.0,"A first floor period conversion situated on a quiet residential road within easy walking distance of Earlsfield mainline station and the popular bars and restaurants on Garratt Lane. The accommodation comprises a double bedroom, bathroom with shower, spacious reception room and a small kitchen. Available on the 5th of September 2023. EPC rating: D  Council Tax band C. Brochures Duntshill Road Earlsfield London Brochure Read more",Maisonette,1.0,1.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,05/09/2023,1673.0,"(51.4426474, -0.1912188)",51.4426474,-0.1912188
331,339,https://www.rightmove.co.uk/properties/137170505#/?channel=RES_LET,"Legacy Tower, Stratford Central, Stratford, E15",2000.0,"Available July. This luxury, well positioned, dual aspect 19th floor corner apartment. Offering Easterly views towards (Stratford City, Queen Elizabeth Olympic Park) & North over Hackney Marsh. Located in the eagerly anticipated Stratford Central development. The apartment is comprising of a dual aspect facing lounge/kitchen/diner, a bathroom and master bedroom.  Stratford Central will set a new level of luxury for the Stratford area with facilities such as a concierge service, residents gym and underfloor heating to all apartments.  Moments from the Jubilee line and bus links on the doorstep. Located next to London’s new metropolitan centre and home to the 2012 Olympics, the area’s regeneration has attracted over £12.5bn of investment to date. Read more",Apartment,1.0,1.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,21/07/2023,0.0,"(51.54013428571429, 0.0030356654456654)",51.54013428571429,0.0030356654456654
332,340,https://www.rightmove.co.uk/properties/137170493#/?channel=RES_LET,"Sinclair Grove, Golders Green, NW11",3400.0,"A gorgeous 4 bedroom apartment, finished to exceptional standard located within easy reach of shops and transport facilities of Golders Green Road and Brent Cross. Forming part of this sought after development of only 8 flats, this is the largest apartment and extends to over 2000 sq. ft. and is on the first floor. The property benefits from high ceilings, 4 spacious bedrooms, 3 with en-suite shower rooms in addition to the family bathroom and guest WC. The floors are hardwood (oak) throughout and plenty of storage with fitted wardrobes. The windows are triple glazed for energy efficiency and superior sound insulation, Kitchen features 3 ovens, dual sinks, dishwasher, American style Fridge freezer, washer/dryer and granite worktops. The layout is modern and open plan.  Available beginning of August. Read more",Apartment,4.0,4.0,Unfurnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,26/09/2023,,"(51.57838832314924, -0.1974647391304348)",51.57838832314924,-0.1974647391304348
333,341,https://www.rightmove.co.uk/properties/111737201#/?channel=RES_LET,"Oakley Road, Islington, N1",1798.0,"New to the market spacious victorian two bedroom flat walking distance to the station.  This victorian conversion boasts huge sash windows, allowing plenty of natural light into this bright and spacious property. The high ceilings and sash windows provides charm and character. It's located off Essex Road on a quiet, residential and tree lined road which makes a good home for busy working professionals.  Local imminenities are convenient too with a supermarket, launderette and plenty of restaurants and bars within walking distance.    This property is available with a Deposit Free option which means that instead of paying a traditional five weeks security deposit, you pay a fee of one weeks rent + VAT to become a member of a deposit free renting scheme which significantly reduces the up-front costs. This fee is non-refundable and is not a deposit so cannot be used towards covering the cost of any future damage. Brochures Particulars Read more",Flat,2.0,1.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,02/08/2023,1731.0,"(51.5429079, -0.086921)",51.5429079,-0.086921
334,342,https://www.rightmove.co.uk/properties/137170463#/?channel=RES_LET,"Almeric Road, SW11",2401.0,"A ground floor, two double bedroom Victorian conversion on this quiet street in between Battersea Rise and Shelgate Road. 
The property is presented in good condition throughout.  There is a spacious reception room, two good sized double bedrooms and a bathroom with overhead shower.  The galley style kitchen leads out to a pretty paved garden.  The flat is extremely light with high ceilings and a great feeling of space. Offered unfurnished this property is ideal for both professional sharers or for a couple. Almeric Road runs perpendicular to Battersea Rise and parallel to Lindore Road. Clapham Common is less that a three minute walk away, as is Northcote Road. The transport and shopping facilities of Clapham Junction are less than a ten minute walk from the flat. EPC Rating: D | Deposit: £2,770 | Council Tax Band: E Brochures Particulars Read more",Apartment,2.0,1.0,Unfurnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,24/08/2023,2770.0,"(51.4604987, -0.1657469)",51.4604987,-0.1657469
335,343,https://www.rightmove.co.uk/properties/137170388#/?channel=RES_LET,"Highwood Road, Holloway, London, N19",2400.0,"A fantastic three double bedroom upper ground floor flat in Victorian converted property conveniently located in the heart of Holloway. The property comprises of 3 good size double bedrooms, fully fitted kitchen, small lounge, bathroom and a charming shared garden. The flat is located on Highwood Road which runs off Holloway Road. This leafy street is tucked away but is also highly convenient for transport. The closest station is Upper Holloway (Overground); Tufnell Park (Northern Line) and Holloway Road station (Piccadilly line) is also within easy reach. There are also numerous bus links on Holloway Road. Read more",Apartment,3.0,1.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,Ask agent,2769.0,"(51.5592911, -0.1247727)",51.5592911,-0.1247727
336,344,https://www.rightmove.co.uk/properties/137170367#/?channel=RES_LET,"Salcott Road, SW11",2700.0,"Ideally located Between the Commons this superb two bedroom garden flat is beautifully presented throughout and perfect for a couple. 
Neutrally decorated this spacious apartment comprises an open-plan kitchen/reception room offering plenty of space for entertaining as well as everyday living and there is a further reception room flooded with natural light which overlooks the private decked garden. The property also comprises a large double bedroom with ensuite shower; a smaller double bedroom and a family bathroom. Conveniently situated on Salcott Road between Northcote Road and Wandsworth Common. Transport can be found at Clapham Junction and the shops and amenities of the popular Northcote Road are at the end of the street. EPC Rating: D | Deposit: £3,115 | Council Tax Band: D Brochures Particulars Read more",Apartment,2.0,2.0,Unfurnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,28/07/2023,3115.0,"(51.4576129, -0.1656989)",51.4576129,-0.1656989
337,345,https://www.rightmove.co.uk/properties/137170337#/?channel=RES_LET,South View Road,1950.0,"Two bedroom Edwardian maisonette with own garden. The property comprises one double, one single bedroom, bright reception room and a good size eat in kitchen which leads directly out in to the garden. Unfurnished. Available 1st August 2023 Brochures South View Road Brochure Read more",Maisonette,2.0,1.0,Unfurnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,01/08/2023,,"(51.3809654, -2.3811162)",51.3809654,-2.3811162
338,346,https://www.rightmove.co.uk/properties/137170319#/?channel=RES_LET,Sheen Lane London SW14,2000.0,"Two double bedroom first floor furnished flat in this extremely convenient central Sheen location. The flat is presented to a high standard with good quality kitchen and bathroom and a spacious sitting room. Mortlake Station is within a five minute walk and the open spaces of Mortlake Green are just over the railway line as is the tow path along the river. The wide open spaces of Richmond Park are also within easy reach. The shops, restaurants and pubs of the Upper Richmond Road West are around the corner as is a large Waitrose supermarket. Brochures Brochure:Web Broc... Property details Read more",Flat,2.0,1.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,04/09/2023,2308.0,"(51.4609027, -0.2684339)",51.4609027,-0.2684339
339,347,https://www.rightmove.co.uk/properties/137170298#/?channel=RES_LET,"Vernon Road, 
Mortlake, SW14",6500.0,"A charming 6 bedroom family house located on the sough-after road. The ground floor boasts a spacious living room, perfect for entertaining guests or relaxing with the family, a practical utility room and w/c, a beautifully appointed kitchen, equipped with modern appliances and ample storage space adjacent dining area providing a seamless flow between cooking and dining. The property also benefits from a well-maintained garden, providing a perfect spot for relaxation and recreation. Ideal for enjoying summer barbecues, alfresco dining, or simply unwinding amidst the greenery. On the first floor, you have the principal bedroom offering generous proportions, fitted wardrobes, and an en-suite bathroom, complete with luxurious fixtures and finishes. Additionally, there is the family bathroom and three further well-proportioned bedrooms, each boasting its own unique style and charm. The second floor includes an additional bathroom and two more bedrooms. These rooms provide flexibility for use as guest bedrooms, children's rooms, or even a home office, depending on your needs. The property is conveniently situated within close proximity to local shops, cafes, restaurants, and excellent schools, ensuring all your daily needs are within reach. The nearby transportation links offer quick and convenient access to the wider city of London. Our China Desk is here for you, if Chinese is your preferred language, please get in touch via WeChat ( ChestertonsChinaDesk ) Brochures Super-size images and Full Online Details ---  Brochure and Particulars Read more",House,6.0,2.0,Unfurnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,04/09/2023,7500.0,"(51.4666632, -0.2645416)",51.4666632,-0.2645416
340,348,https://www.rightmove.co.uk/properties/137170286#/?channel=RES_LET,"Martello Street, London, E8",2200.0,"Set just moments from London Fields Station (Overground) is this spacious one bedroom apartment in the enviable gated Vanguard Building Development. The property is offered furnished and consists: Entrnce Hall with sotrage cupboard, openplan living/ kitchen dining area, large bedroom and family bathroom. Further benefits include concierge and a communal gym. Perfectly positioned for the bars, cafes and restaurants of Broadway Market & Hackney Central, as well as having London Fields with its Lido on your doorstep. Numerous transport links, including London Fields & Hackney Central train stations, all put the City and beyond within easy reach. EPC Rating : B Council Tax Band: C Reservation Fee: One Weeks Rent Length Of Agreement: 12 Months (break cluase optional) Council Tax Band:  Holding Deposit: £484.00 Read more",Apartment,1.0,1.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,01/09/2023,2423.0,"(51.5419932, -0.05815)",51.5419932,-0.05815
341,349,https://www.rightmove.co.uk/properties/137170292#/?channel=RES_LET,"Lancaster Gate, 
Lancaster Gate, W2",12000.0,"Located on the first floor of wonderful Grade II listed white stucco fronted building is this 238 m 2  (2,540 ft 2 ) maisonette, situated within close proximity to the open spaces of Hyde Park. This beautifully presented apartment has hard wood Oak flooring, generous room sizes and secure direct lift access. The hallway leads through to a magnificent double height reception room with three stunning arched windows with working wooden shutters, a beautiful fireplace, period cornicing and access to a small south facing terrace. Overlooking the reception room is a galleried, mezzanine kitchen/breakfast room with integrated appliances. The large principal bedroom suite to the rear has a private dressing room with ample built-in wardrobes, which leads to an en suite bathroom with his and hers sinks, bath and shower. There are two further double bedrooms, one with en suite bathroom, and a 3rd separate bathroom. : Lancaster Gate is situated within moments of Hyde Park and Kensington Gardens. Local transport facilities include Lancaster Gate (Central line) underground and Paddington (Network Rail Heathrow Express) mainline stations. Our China Desk is here for you, if Chinese is your preferred language, please get in touch via WeChat ( ChestertonsChinaDesk ) Brochures Super-size images and Full Online Details ---  Read more",Terraced,3.0,2.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,Ask agent,,"(51.51506800970017, -0.1860510335097001)",51.51506800970017,-0.1860510335097001
342,350,https://www.rightmove.co.uk/properties/137133101#/?channel=RES_LET,"Emily Duncan Place, London, E7",2400.0,"Hello Neighbour are very proud to present this  stunning and contemporary 3-bedroom, 1.5 bathroom apartment, conveniently located in Newham. This beautifully designed living space offers a bright and modern atmosphere, perfect for professional couples or families seeking a comfortable and stylish home.  Step into this thoughtfully designed first floor apartment and be captivated by its modern charm. The property features two generous double bedrooms, a further 3rd single roomy bedroom, a well-appointed 3-piece bathroom complete with modern fixtures and a cosy WC for convenience. The open plan design seamlessly connects the fully equipped kitchen with integrated appliance plus ample cupboard space with the living, dining are opening up to the private balcony. One of the highlights of this apartment is its private balcony, where you can relax, enjoy a morning cup of coffee. With built-in cupboards in the master bedroom and hallway, you'll find ample storage for all your belongings. This property offers the flexibility of being rented either furnished or unfurnished. This property also comes with an allocated parking space, ensuring convenience and peace of mind.  For commuters, the transport links are superb, as Wanstead Park Rail Station is a mere 2 minute journey on foot whilst Forest Gate Rail Station is a mere 5 minute journey on foot from the address. Master Bedroom 13'8 x 10'4 Spacious Double Bedroom with built-in cupboards Family Bathroom Beautifully-appointed Family Bathroom Open plan Kitchen 25'2 x 20'8 open plan fully equipped kitchen Open plan Living room 25'2 x 20'8 Open plan spacious living room Double Bedroom 13'9 x 10'5 2nd Spacious Double Bedroom Single Bedroom N/A 3rd Roomy Single Bedroom Wet Room Cosy WC Read more",Apartment,3.0,2.0,Unfurnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,18/08/2023,2769.0,"(51.54713265055762, 0.0274666152416356)",51.54713265055762,0.0274666152416356
343,351,https://www.rightmove.co.uk/properties/137170277#/?channel=RES_LET,"Alloa Road, London. SE10",950.0,"**ROOM TO LET - BILLS INCLUDED** If it's a room that you're after where bills are also included, then look no further! The room comes furnished, providing you with a double bed and all other neccessary equitment that enables you to move straight in without any hassle. Although there a 6 rooms within the property, you'll benefit from having a bathroom is only shared with 2 other occupants.  The commnual kitchen is fully fitted and has a separate reception room. Should you require a bit of fresh air, the property also benefits from having it's own private garden.  This property is available with a Deposit Free option which means that instead of paying a traditional five weeks security deposit, you pay a fee of one weeks rent + VAT to become a member of a deposit free renting scheme which significantly reduces the up-front costs. This fee is non-refundable and is not a deposit so cannot be used towards covering the cost of any future damage. Brochures Particulars Read more",Terraced,1.0,,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,Now,1096.0,"(51.48474475522755, 0.0004112373923739)",51.48474475522755,0.0004112373923739
344,352,https://www.rightmove.co.uk/properties/137170244#/?channel=RES_LET,"Brecknock Road, Tufnell Park",2200.0,"Spacious two double  bedroom apartment close to Tufnell Green Station. This second floor property is set within Quelch House, on Brecknock Road, and is perfect for professional sharers that require a central location with excellent transport links and amenities nearby. With dual aspect windows and a wonderful orientation, the apartment has great light throughout the day and is very quiet. Comprising of two double bedrooms, one of which opens out to a private balcony, a generous reception, fully equipped modern kitchen with double fridge, washing machine and dryer, and one bathroom suite. The property has additional storage space, whilst there are also communal gardens within the development.  Situated on Brecknock Road, within a short walk of Tufnell Park station (Northern Line), whilst Kentish Town Station (Northern and Thameslink Lines) is also within easy reach. There is a wonderful choice of local shops, restaurants and cafes nearby to choose from in all directions surrounding the property. Read more",Flat,2.0,1.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,02/09/2023,,"(51.550747, -0.130772)",51.550747,-0.130772
345,353,https://www.rightmove.co.uk/properties/137170229#/?channel=RES_LET,"Evelyn Mansions, Carlisle Place, Westminster, London, SW1P",5200.0,"This a fantastic opportunity to rent this spacious four-bedroom apartment on the second floor (with lift) of Evelyn Mansions, a handsome Victorian building situated in Carlisle Place, just off Victoria Street. This spacious apartment boasts high ceilings throughout, bays windows, secondary glazing, wood flooring and late Victorian period features. It comprises four double-bedrooms, large and bright reception room, two bathrooms, a utility room and a fully fitted eat-in kitchen. Evelyn Mansion is only moments away from Victoria Station with mainline trains to the south and southeast of England, Gatwick Express and the tube station (District, Circle and Victoria Lines) with connections to take you around London. The bus station has numerous routes that will give you access to many areas of the city. Carlisle Place is just off Victoria Street where there are a variety of shops, a Waitrose supermarket, the Curzon Cinema and the new Nova Food complex with many restaurants just moments away. The beautiful St James's Park is only a few minutes away.   Read more",Apartment,4.0,2.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,Now,6000.0,"(51.49015162210095, -0.1327174542974079)",51.49015162210095,-0.1327174542974079
346,354,https://www.rightmove.co.uk/properties/137170235#/?channel=RES_LET,"Bramber Road, North Finchley",2450.0,"Beautifully presented modern semi-detached family house, situated in the heart of North Finchley. Spacious and bright, with a large rear garden, this lovely two bedroom property has a plethora of modern fixtures and fittings throughout, and is wonderfully located for the local schools and shops which are within walking distance. With its own off street parking space, the property is arranged over two floors and has two double bedrooms, two lovely receptions , one of which is open plan with the modern kitchen and has vaulted ceilings with skylights. This reception opens out to the large garden which also has a stunning garden house that is fully insulated and can be used as a working office space or gym. There is a beautifully presented bathroom suite with modern fixtures, whilst the house has added storage space which includes a spacious loft.  Located on a quiet residential road, which is close to Wren Academy, as well as Woodhouse College, whilst there is a wide choice of local shops, restaurants and cafes on nearby Ballards Lane. West Finchley station (Northern Line) provides quick transport into across London. Read more",Semi-Detached,2.0,,Unfurnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,25/07/2023,,"(51.6131409, -0.1655873)",51.6131409,-0.1655873
347,355,https://www.rightmove.co.uk/properties/135553601#/?channel=RES_LET,"Routh Street, Beckton, E6",800.0,"The Property Company are delighted to offer this large room in a converted terraced home in Beckton, E6.  The room benefits from its own entrance separate to the rest of the house and comes furnished with ample storage space throughout. Further benefits include its own fridge and en-suite bathroom. There is a large communal kitchen, reception and garden for all residents to enjoy together.  The room is offered with all utilities included and is available for immediate occupation. This terraced home is ideally located a short stroll away from a large ASDA store and Beckton DLR station for easy transport into Canary Wharf and the city.  Contact our experienced lettings team today to book in your viewings. Brochures Routh Street, Beckton, E6 Brochure Read more",House Share,,1.0,"Furnished or unfurnished, landlord is flexible",,Ask Agents,Ask Agents,Ask Agents,Ask Agents,01/08/2023,923.0,"(51.5163425, 0.0570344)",51.5163425,0.0570344
348,356,https://www.rightmove.co.uk/properties/137170217#/?channel=RES_LET,"Brook Lodge, North Circular Road, Golders Green, NW11",2002.0,"**Suitable for families** Spacious four bedroom third floor apartment offering reception room with balcony, separate kitchen, family bathroom with separate WC and is located within close proximity to Brent Cross Underground Station (Northern Line, Zone 3) is available Unfurnished and from the Middle of August 2023.       General: While we endeavour to make our sales particulars fair, accurate and reliable, they are only a general guide to the property and, accordingly, if there is any point which is of particular importance to you, please contact the office and we will be pleased to check the position for you, especially if you are contemplating travelling some distance to view the property. Measurements: These approximate room sizes are only intended as general guidance. You must verify the dimensions carefully before ordering carpets or any built-in furniture. Services: Please note we have not tested the services or any of the equipment or appliances in this property, accordingly we strongly advise prospective buyers to commission their own survey or service reports before finalizing their offer to purchase. THESE PARTICULARS ARE ISSUED IN GOOD FAITH BUT DO NOT CONSTITUTE REPRESENTATIONS OF FACT OR FORM PART OF ANY OFFER OR CONTRACT. THE MATTERS REFERRED TO IN THESE PARTICULARS SHOULD BE INDEPENDENTLY VERIFIED BY PROSPECTIVE BUYERS OR TENANTS. NEITHER ROUNDTREE NOR ANY OF ITS EMPLOYEES OR AGENTS HAS ANY AUTHORITY TO MAKE OR GIVE ANY REPRESENTATION OR WARRANTY WHATEVER IN RELATION TO THIS PROPERTY. Read more",Flat,4.0,1.0,Ask agent,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,12/08/2023,2310.0,"(51.57838832314924, -0.1974647391304348)",51.57838832314924,-0.1974647391304348
349,357,https://www.rightmove.co.uk/properties/137170223#/?channel=RES_LET,"Woodmill Road, Hackney",1600.0,"A fantastic double bedroom apartment set within this popular development, moments from The River Lea, Millfields Park & Walthamstow Marshes, offering beautiful walk & cycle routes. Great transport links to include Clapton Station (City links), Lea Bridge Road Station (Stratford). Benefiting from: open plan lounge & fitted kitchen, bathroom/WC. Unfurnished. Underground parking. Available from 24/07/23. Full Description  - Wild & Co. are delighted to offer for rent this fantastic double bedroom apartment. Set within this popular development moment from The River Lea, Millfields Park & Walthamstow Marshes, offering beautiful walk & cycle routes. A short distance to Clapton Station (City links) and Lea Bridge Road Station (Stratford). The popular Chatsworth Road is only a short stroll away, with organic food shops, cafes, restaurants and the Sunday market. The bus routes offer an easy commute into the City and West End. Benefiting from: open plan lounge & fitted kitchen, bathroom/W, lift access and underground parking. Entrance: via communal security door, sitars & lifts leading to 4th floor. Main front door, leading to: Hall: entry phone, electric heater, fitted cupboard housing boiler and plumbed for washing machine, fitted storage cupboard, wood flooring door to: Bathroom/WC: white three-piece suite comprising of: side panel bath with wall mounted shower, low flush WC, wash hand basin, fully tiled walls heated towel rail, extractor fan, spot lights. Bedroom 1:  double glazed window to front aspect, fitted carpet, electric heater. Open plan fitted kitchen: comprising of a range of wall and base mounted units with roll top work surfaces, sink unit with mixer tap and drainer, built in electric oven, hob and extractor, spotlights, dish washer, fridge/freezer and wood flooring. Open to: Lounge: electric heater, double glazed windows to side aspect and wood flooring. Brochures Woodmill Road, Hackney Read more",Flat,1.0,,Unfurnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,24/07/2023,1845.0,"(51.5650386, -0.0507917)",51.5650386,-0.0507917
350,358,https://www.rightmove.co.uk/properties/137170202#/?channel=RES_LET,"Shooters Hill Road, SE3",1875.0,"Large & spacious lower ground floor apartment within a Grade II listed home. The property features a large hallway with lots of storage, two double bedrooms; one with access to a small terrace overlooking the well maintained garden. The property further features a spacious and bright living room which has a large, old fireplace and benefits from secondary glazing. The kitchen is separate and of a good size with fully integrated appliances, including a dishwasher. There is a very handy separate utility room which has a washing machine and dryer and a guest WC. The property is located on the edge of the heath and benefits from off street parking, gas central heating and secondary glazing in parts.  Directly across the heath is Blackheath Village, which has an array of shops, bars and restaurants. Blackheath station is ideal for commuting (Zone 3) with regular services in to London Bridge, Charing Cross, Cannon Street and London Victoria. Lewisham Station is one stop away where the DLR service runs regular services into Canary Wharf. Those  considering schools will have a number of options for both state and public education. Brochures Property details Read more",Flat,2.0,1.0,Unfurnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,24/08/2023,2163.0,"(51.4746629, 0.0343577)",51.4746629,0.0343577
351,359,https://www.rightmove.co.uk/properties/137170187#/?channel=RES_LET,"Fawe Street, London, E14",2750.0,"Property Reference: 1760894. Available beginning of August 2023 with the opportunity to meet existing tenants     High-quality well-maintained 3rd-floor flat close to public transport, a good value gym, shops, markets, and nice canal walks. Easy commute into Zone 1 via Langdon Park DLR station which connects to Canary Wharf and Stratford.    The furnishing throughout is to a high standard for long-term tenants including an American-style fridge freezer, ready for 1000 Mbps unlimited Hyperoptic Internet or regular BT phone services.  The property is fully protected by smoke, heat, and carbon monoxide sensors, The flat is available furnished, part furnished, or unfurnished. For added security, the communal areas of the building are protected by CCTV.   If you require any further information, please feel free to get in contact and meet the current tenants for a reference on the landlord service.   Hallway   Airing Cupboard    2 further storage cupboards one housing a fully serviced boiler.   Wood flooring     Open-plan Kitchen and Living Room   A large amount of storage including full height cupboard   Gas 4 burner hob, extractor fan, and electric oven   American Fridge freezer   Dishwasher and washing machine   Dining table with chairs   Sofa   Coffee table   Wood flooring   Bedrooms   3 various sizes with carpet or wood flooring and large windows.   Outside space   Large private balcony with views of Canary Wharf and Shard   Communal enclosed courtyard garden for resident’s quiet use.     Transport   Bus stops directly outside with a quick journey to Canary Wharf and Stratford.   Langdon Park station is a 4-minute walk with fast access to Crossrail, Canary Wharf, Bank, Stratford, and City Airport.   Amenities    Tesco Express 3 minute's walk   Fit for less Gym 3 minutes walk   Dry Cleaners 5 minutes walk   Private dentist directly outside.   Chrisp Street Market 5 minute's walk   Large Co-op supermarket/Iceland/Boots pharmacy/Post Office 5 minutes walk   Please note pictures should be used as a guide as may not be recent.     Summary & Exclusions: - Rent Amount: £2,750.00 per month (£634.62 per week) - Deposit / Bond: £3,000.00 - 3 Bedrooms - 2 Bathrooms - Property comes furnished or unfurnished (tenant can decide) - Available to move in from 06 August, 2023 - Minimum tenancy term is 12 months - Maximum number of tenants is 3 - Students welcome to enquire - No Pets, sorry - No Smokers - Family Friendly - Bills not included - Property has parking - Property has garden access - EPC Rating: B    If calling, please quote reference: 1760894    Fees: You will  not  be charged any admin fees.  ** Contact today to book a viewing and have the landlord show you round! **  Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week. Read more",Flat,3.0,2.0,"Furnished or unfurnished, landlord is flexible",,Ask Agents,Ask Agents,Ask Agents,Ask Agents,06/08/2023,3000.0,"(51.5172846, -0.0156397)",51.5172846,-0.0156397
352,360,https://www.rightmove.co.uk/properties/137170169#/?channel=RES_LET,"Northiam Street, London, E9",1700.0,"Property Reference: 1760350. One bedroom, one bathroom ground floor flat in East London, excellently located between Broadway Market and Victoria Park. Transport links are excellent - 12 minute walk to Bethnal Green Underground, 6 minute walk to Cambridge Heath Overground and a 3 minute walk to several buses taking you all across London.  The flat comes with private, off street parking for 1 car. It has direct access to a shared garden space and keys to a private gate leading directly onto Regent's Street Canal. Summary & Exclusions: - Rent Amount: £1,700.00 per month (£392.31 per week) - Deposit / Bond: £1,700.00 - 1 Bedrooms - 1 Bathrooms - Property comes unfurnished - Available to move in from 17 July, 2023 - Minimum tenancy term is 12 months - Maximum number of tenants is 2 - Students welcome to enquire - Pets considered / by arrangement - No Smokers - Family Friendly - Bills not included - Property has parking - Property has garden access - EPC Rating: Currently Being Obtained    If calling, please quote reference: 1760350    Fees: You will  not  be charged any admin fees.  ** Contact today to book a viewing and have the landlord show you round! **  Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week. Read more",Flat,1.0,1.0,Unfurnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,17/07/2023,1700.0,"(51.5352999, -0.0556425)",51.5352999,-0.0556425
